Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient,Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2018-2019,2220,Wallowa SD 12,1088,Wallowa Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2220,Wallowa SD 12,1088,Wallowa Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2220,Wallowa SD 12,1088,Wallowa Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2220,Wallowa SD 12,1088,Wallowa Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,5,45.5,2,18.2,3,27.3,5,45.5,1,9.1,11,100
2018-2019,2220,Wallowa SD 12,1088,Wallowa Elementary School,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2220,Wallowa SD 12,1088,Wallowa Elementary School,English Language Arts,Homeless,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2220,Wallowa SD 12,1088,Wallowa Elementary School,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2220,Wallowa SD 12,1088,Wallowa Elementary School,English Language Arts,Homeless,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2220,Wallowa SD 12,1088,Wallowa Elementary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2220,Wallowa SD 12,1088,Wallowa Elementary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2220,Wallowa SD 12,1088,Wallowa Elementary School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2220,Wallowa SD 12,1088,Wallowa Elementary School,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2220,Wallowa SD 12,1088,Wallowa Elementary School,English Language Arts,Total Population (All Students),Grade 3,7,63.6,3,27.3,4,36.4,2,18.2,2,18.2,11,100
2018-2019,2220,Wallowa SD 12,1088,Wallowa Elementary School,English Language Arts,Total Population (All Students),Grade 4,8,66.7,5,41.7,3,25,4,33.3,0,0,12,100
2018-2019,2220,Wallowa SD 12,1088,Wallowa Elementary School,English Language Arts,Total Population (All Students),Grade 5,6,54.5,1,9.1,5,45.5,2,18.2,3,27.3,11,100
2018-2019,2220,Wallowa SD 12,1088,Wallowa Elementary School,English Language Arts,Total Population (All Students),Grade 6,8,44.4,3,16.7,5,27.8,7,38.9,3,16.7,18,100
2018-2019,2220,Wallowa SD 12,1089,Wallowa High School,English Language Arts,Econo. Disadvantaged,Grade 7,9,81.8,2,18.2,7,63.6,2,18.2,0,0,11,100
2018-2019,2220,Wallowa SD 12,1089,Wallowa High School,English Language Arts,Econo. Disadvantaged,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2220,Wallowa SD 12,1089,Wallowa High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2220,Wallowa SD 12,1089,Wallowa High School,English Language Arts,Homeless,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2220,Wallowa SD 12,1089,Wallowa High School,English Language Arts,Homeless,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2220,Wallowa SD 12,1089,Wallowa High School,English Language Arts,Homeless,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2220,Wallowa SD 12,1089,Wallowa High School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2220,Wallowa SD 12,1089,Wallowa High School,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2220,Wallowa SD 12,1089,Wallowa High School,English Language Arts,Military-connected,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2220,Wallowa SD 12,1089,Wallowa High School,English Language Arts,Total Population (All Students),Grade 7,15,83.3,4,22.2,11,61.1,3,16.7,0,0,18,100
2018-2019,2220,Wallowa SD 12,1089,Wallowa High School,English Language Arts,Total Population (All Students),Grade 8,8,57.1,1,7.1,7,50,3,21.4,3,21.4,14,100
2018-2019,2220,Wallowa SD 12,1089,Wallowa High School,English Language Arts,Total Population (All Students),Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Econo. Disadvantaged,Grade 3,20,39.2,6,11.8,14,27.5,13,25.5,18,35.3,51,98.1
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Econo. Disadvantaged,Grade 4,17,32.7,8,15.4,9,17.3,17,32.7,18,34.6,52,100
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Econo. Disadvantaged,Grade 5,21,30.4,6,8.7,15,21.7,17,24.6,31,44.9,69,98.6
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Econo. Disadvantaged,Grade 6,30,44.1,8,11.8,22,32.4,22,32.4,16,23.5,68,100
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Econo. Disadvantaged,Grade 7,21,37.5,1,1.8,20,35.7,20,35.7,15,26.8,56,100
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Econo. Disadvantaged,Grade 8,20,40,3,6,17,34,18,36,12,24,50,100
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Homeless,Grade 3,5,38.5,1,7.7,4,30.8,1,7.7,7,53.8,13,100
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Homeless,Grade 4,4,30.8,2,15.4,2,15.4,6,46.2,3,23.1,13,100
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Homeless,Grade 6,5,50,1,10,4,40,4,40,1,10,10,100
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Homeless,Grade 7,3,23.1,0,0,3,23.1,5,38.5,5,38.5,13,100
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Military-connected,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Military-connected,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Military-connected,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Total Population (All Students),Grade 3,36,46.8,15,19.5,21,27.3,18,23.4,23,29.9,77,98.7
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Total Population (All Students),Grade 4,33,42.9,16,20.8,17,22.1,22,28.6,22,28.6,77,100
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Total Population (All Students),Grade 5,31,37.3,9,10.8,22,26.5,19,22.9,33,39.8,83,98.8
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Total Population (All Students),Grade 6,43,46.7,14,15.2,29,31.5,30,32.6,19,20.7,92,100
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Total Population (All Students),Grade 7,37,48.7,7,9.2,30,39.5,24,31.6,15,19.7,76,100
2018-2019,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,English Language Arts,Total Population (All Students),Grade 8,36,50,8,11.1,28,38.9,20,27.8,16,22.2,72,100
2018-2019,1936,Warrenton-Hammond SD 30,157,Warrenton High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),18,56.3,5,15.6,13,40.6,8,25,6,18.8,32,97
2018-2019,1936,Warrenton-Hammond SD 30,157,Warrenton High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1936,Warrenton-Hammond SD 30,157,Warrenton High School,English Language Arts,Military-connected,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1936,Warrenton-Hammond SD 30,157,Warrenton High School,English Language Arts,Total Population (All Students),Grade HS (11),46,71.9,18,28.1,28,43.8,12,18.8,6,9.4,64,98.5
2018-2019,1922,West Linn-Wilsonville SD 3J,4773,Arts and Technology High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),5,33.3,1,6.7,4,26.7,8,53.3,2,13.3,15,93.8
2018-2019,1922,West Linn-Wilsonville SD 3J,4773,Arts and Technology High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,4773,Arts and Technology High School,English Language Arts,Military-connected,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,4773,Arts and Technology High School,English Language Arts,Total Population (All Students),Grade HS (11),14,46.7,3,10,11,36.7,11,36.7,5,16.7,30,90.9
2018-2019,1922,West Linn-Wilsonville SD 3J,1287,Athey Creek Middle School,English Language Arts,Econo. Disadvantaged,Grade 6,13,65,2,10,11,55,2,10,5,25,20,95.2
2018-2019,1922,West Linn-Wilsonville SD 3J,1287,Athey Creek Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,11,68.8,2,12.5,9,56.3,1,6.3,4,25,16,94.1
2018-2019,1922,West Linn-Wilsonville SD 3J,1287,Athey Creek Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,18,48.6,2,5.4,16,43.2,15,40.5,4,10.8,37,100
2018-2019,1922,West Linn-Wilsonville SD 3J,1287,Athey Creek Middle School,English Language Arts,Homeless,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,1287,Athey Creek Middle School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,1287,Athey Creek Middle School,English Language Arts,Homeless,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,1287,Athey Creek Middle School,English Language Arts,Military-connected,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,1287,Athey Creek Middle School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,1287,Athey Creek Middle School,English Language Arts,Military-connected,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,1287,Athey Creek Middle School,English Language Arts,Total Population (All Students),Grade 6,193,73.1,77,29.2,116,43.9,48,18.2,23,8.7,264,97.1
2018-2019,1922,West Linn-Wilsonville SD 3J,1287,Athey Creek Middle School,English Language Arts,Total Population (All Students),Grade 7,151,80.7,65,34.8,86,46,16,8.6,20,10.7,187,96.4
2018-2019,1922,West Linn-Wilsonville SD 3J,1287,Athey Creek Middle School,English Language Arts,Total Population (All Students),Grade 8,131,58.7,52,23.3,79,35.4,61,27.4,31,13.9,223,97.4
2018-2019,1922,West Linn-Wilsonville SD 3J,1272,Boeckman Creek Primary School,English Language Arts,Econo. Disadvantaged,Grade 3,11,45.8,7,29.2,4,16.7,5,20.8,8,33.3,26,96.3
2018-2019,1922,West Linn-Wilsonville SD 3J,1272,Boeckman Creek Primary School,English Language Arts,Econo. Disadvantaged,Grade 4,4,14.3,0,0,4,14.3,6,21.4,18,64.3,28,96.6
2018-2019,1922,West Linn-Wilsonville SD 3J,1272,Boeckman Creek Primary School,English Language Arts,Econo. Disadvantaged,Grade 5,17,51.5,8,24.2,9,27.3,7,21.2,9,27.3,33,97.1
2018-2019,1922,West Linn-Wilsonville SD 3J,1272,Boeckman Creek Primary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,1272,Boeckman Creek Primary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,1272,Boeckman Creek Primary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,1272,Boeckman Creek Primary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,1272,Boeckman Creek Primary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,1272,Boeckman Creek Primary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,1272,Boeckman Creek Primary School,English Language Arts,Total Population (All Students),Grade 3,49,61.3,30,37.5,19,23.8,13,16.3,18,22.5,82,95.3
2018-2019,1922,West Linn-Wilsonville SD 3J,1272,Boeckman Creek Primary School,English Language Arts,Total Population (All Students),Grade 4,49,54.4,29,32.2,20,22.2,13,14.4,28,31.1,90,96.8
2018-2019,1922,West Linn-Wilsonville SD 3J,1272,Boeckman Creek Primary School,English Language Arts,Total Population (All Students),Grade 5,62,72.9,26,30.6,36,42.4,9,10.6,14,16.5,86,97.7
2018-2019,1922,West Linn-Wilsonville SD 3J,3455,Bolton Primary School,English Language Arts,Econo. Disadvantaged,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,3455,Bolton Primary School,English Language Arts,Econo. Disadvantaged,Grade 4,5,45.5,3,27.3,2,18.2,4,36.4,2,18.2,11,100
2018-2019,1922,West Linn-Wilsonville SD 3J,3455,Bolton Primary School,English Language Arts,Econo. Disadvantaged,Grade 5,7,70,4,40,3,30,1,10,2,20,10,100
2018-2019,1922,West Linn-Wilsonville SD 3J,3455,Bolton Primary School,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3455,Bolton Primary School,English Language Arts,Homeless,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3455,Bolton Primary School,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3455,Bolton Primary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3455,Bolton Primary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3455,Bolton Primary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3455,Bolton Primary School,English Language Arts,Total Population (All Students),Grade 3,48,78.7,29,47.5,19,31.1,8,13.1,5,8.2,61,98.4
2018-2019,1922,West Linn-Wilsonville SD 3J,3455,Bolton Primary School,English Language Arts,Total Population (All Students),Grade 4,45,66.2,24,35.3,21,30.9,15,22.1,8,11.8,68,98.6
2018-2019,1922,West Linn-Wilsonville SD 3J,3455,Bolton Primary School,English Language Arts,Total Population (All Students),Grade 5,53,81.5,28,43.1,25,38.5,6,9.2,6,9.2,65,98.5
2018-2019,1922,West Linn-Wilsonville SD 3J,3913,Boones Ferry Primary School,English Language Arts,Econo. Disadvantaged,Grade 3,16,36.4,6,13.6,10,22.7,7,15.9,21,47.7,44,97.8
2018-2019,1922,West Linn-Wilsonville SD 3J,3913,Boones Ferry Primary School,English Language Arts,Econo. Disadvantaged,Grade 4,10,30.3,6,18.2,4,12.1,11,33.3,12,36.4,34,100
2018-2019,1922,West Linn-Wilsonville SD 3J,3913,Boones Ferry Primary School,English Language Arts,Econo. Disadvantaged,Grade 5,18,41.9,4,9.3,14,32.6,14,32.6,11,25.6,43,100
2018-2019,1922,West Linn-Wilsonville SD 3J,3913,Boones Ferry Primary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,3913,Boones Ferry Primary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,3913,Boones Ferry Primary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,3913,Boones Ferry Primary School,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,3913,Boones Ferry Primary School,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,3913,Boones Ferry Primary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3913,Boones Ferry Primary School,English Language Arts,Total Population (All Students),Grade 3,65,59.1,36,32.7,29,26.4,15,13.6,30,27.3,110,96.5
2018-2019,1922,West Linn-Wilsonville SD 3J,3913,Boones Ferry Primary School,English Language Arts,Total Population (All Students),Grade 4,57,59.4,36,37.5,21,21.9,18,18.8,21,21.9,98,98
2018-2019,1922,West Linn-Wilsonville SD 3J,3913,Boones Ferry Primary School,English Language Arts,Total Population (All Students),Grade 5,58,59.8,21,21.6,37,38.1,23,23.7,16,16.5,97,99
2018-2019,1922,West Linn-Wilsonville SD 3J,45,Cedaroak Park Primary School,English Language Arts,Econo. Disadvantaged,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,45,Cedaroak Park Primary School,English Language Arts,Econo. Disadvantaged,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,45,Cedaroak Park Primary School,English Language Arts,Econo. Disadvantaged,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,45,Cedaroak Park Primary School,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,45,Cedaroak Park Primary School,English Language Arts,Homeless,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,45,Cedaroak Park Primary School,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,45,Cedaroak Park Primary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,45,Cedaroak Park Primary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,45,Cedaroak Park Primary School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,45,Cedaroak Park Primary School,English Language Arts,Total Population (All Students),Grade 3,26,68.4,16,42.1,10,26.3,7,18.4,5,13.2,38,92.7
2018-2019,1922,West Linn-Wilsonville SD 3J,45,Cedaroak Park Primary School,English Language Arts,Total Population (All Students),Grade 4,34,72.3,24,51.1,10,21.3,3,6.4,10,21.3,48,100
2018-2019,1922,West Linn-Wilsonville SD 3J,45,Cedaroak Park Primary School,English Language Arts,Total Population (All Students),Grade 5,58,82.9,29,41.4,29,41.4,7,10,5,7.1,70,100
2018-2019,1922,West Linn-Wilsonville SD 3J,46,Inza R Wood Middle School,English Language Arts,Econo. Disadvantaged,Grade 6,32,47.1,5,7.4,27,39.7,21,30.9,15,22.1,68,98.6
2018-2019,1922,West Linn-Wilsonville SD 3J,46,Inza R Wood Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,24,42.9,5,8.9,19,33.9,14,25,18,32.1,56,100
2018-2019,1922,West Linn-Wilsonville SD 3J,46,Inza R Wood Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,17,40.5,4,9.5,13,31,17,40.5,8,19,42,97.7
2018-2019,1922,West Linn-Wilsonville SD 3J,46,Inza R Wood Middle School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,46,Inza R Wood Middle School,English Language Arts,Homeless,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,46,Inza R Wood Middle School,English Language Arts,Homeless,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,46,Inza R Wood Middle School,English Language Arts,Military-connected,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,46,Inza R Wood Middle School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,46,Inza R Wood Middle School,English Language Arts,Military-connected,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,46,Inza R Wood Middle School,English Language Arts,Total Population (All Students),Grade 6,113,61.7,48,26.2,65,35.5,44,24,26,14.2,183,97.9
2018-2019,1922,West Linn-Wilsonville SD 3J,46,Inza R Wood Middle School,English Language Arts,Total Population (All Students),Grade 7,118,67.8,45,25.9,73,42,31,17.8,25,14.4,174,99.4
2018-2019,1922,West Linn-Wilsonville SD 3J,46,Inza R Wood Middle School,English Language Arts,Total Population (All Students),Grade 8,94,60.3,30,19.2,64,41,42,26.9,20,12.8,156,94.5
2018-2019,1922,West Linn-Wilsonville SD 3J,5056,Lowrie Primary School,English Language Arts,Econo. Disadvantaged,Grade 3,9,32.1,1,3.6,8,28.6,11,39.3,8,28.6,28,93.3
2018-2019,1922,West Linn-Wilsonville SD 3J,5056,Lowrie Primary School,English Language Arts,Econo. Disadvantaged,Grade 4,6,28.6,1,4.8,5,23.8,3,14.3,12,57.1,21,100
2018-2019,1922,West Linn-Wilsonville SD 3J,5056,Lowrie Primary School,English Language Arts,Econo. Disadvantaged,Grade 5,8,33.3,2,8.3,6,25,4,16.7,12,50,24,100
2018-2019,1922,West Linn-Wilsonville SD 3J,5056,Lowrie Primary School,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,5056,Lowrie Primary School,English Language Arts,Homeless,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,5056,Lowrie Primary School,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,5056,Lowrie Primary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,5056,Lowrie Primary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,5056,Lowrie Primary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,5056,Lowrie Primary School,English Language Arts,Total Population (All Students),Grade 3,60,58.8,38,37.3,22,21.6,26,25.5,16,15.7,102,98.1
2018-2019,1922,West Linn-Wilsonville SD 3J,5056,Lowrie Primary School,English Language Arts,Total Population (All Students),Grade 4,53,66.3,31,38.8,22,27.5,9,11.3,18,22.5,81,98.8
2018-2019,1922,West Linn-Wilsonville SD 3J,5056,Lowrie Primary School,English Language Arts,Total Population (All Students),Grade 5,62,67.4,29,31.5,33,35.9,11,12,19,20.7,94,97.9
2018-2019,1922,West Linn-Wilsonville SD 3J,5377,Meridian Creek Middle School,English Language Arts,Econo. Disadvantaged,Grade 6,11,44,4,16,7,28,7,28,7,28,26,100
2018-2019,1922,West Linn-Wilsonville SD 3J,5377,Meridian Creek Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,18,42.9,4,9.5,14,33.3,12,28.6,12,28.6,44,97.8
2018-2019,1922,West Linn-Wilsonville SD 3J,5377,Meridian Creek Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,7,26.9,0,0,7,26.9,11,42.3,8,30.8,27,96.4
2018-2019,1922,West Linn-Wilsonville SD 3J,5377,Meridian Creek Middle School,English Language Arts,Homeless,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,5377,Meridian Creek Middle School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,5377,Meridian Creek Middle School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,5377,Meridian Creek Middle School,English Language Arts,Military-connected,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,5377,Meridian Creek Middle School,English Language Arts,Military-connected,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,5377,Meridian Creek Middle School,English Language Arts,Military-connected,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,5377,Meridian Creek Middle School,English Language Arts,Total Population (All Students),Grade 6,94,67.6,39,28.1,55,39.6,26,18.7,19,13.7,140,97.9
2018-2019,1922,West Linn-Wilsonville SD 3J,5377,Meridian Creek Middle School,English Language Arts,Total Population (All Students),Grade 7,99,71.2,36,25.9,63,45.3,25,18,15,10.8,142,97.3
2018-2019,1922,West Linn-Wilsonville SD 3J,5377,Meridian Creek Middle School,English Language Arts,Total Population (All Students),Grade 8,63,57.3,16,14.5,47,42.7,32,29.1,15,13.6,111,93.3
2018-2019,1922,West Linn-Wilsonville SD 3J,2787,Rosemont Ridge Middle School,English Language Arts,Econo. Disadvantaged,Grade 6,11,57.9,2,10.5,9,47.4,5,26.3,3,15.8,19,95
2018-2019,1922,West Linn-Wilsonville SD 3J,2787,Rosemont Ridge Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,20,60.6,4,12.1,16,48.5,6,18.2,7,21.2,33,100
